id,product_number,quantity,price,discount,featured,name,description,images,variants,category_link,category,product_colors,brand_link,brand_name,Order Items
245,2477,2649,₦9330,,false,3/4'' Stop-Cork P.P.R,"A **3/4"" stop-cock PPR** is a type of plumbing valve used to control the flow of water in a pipe. It is specifically designed for use with **polypropylene random copolymer (PPR)** pipes and fittings, which are known for their durability and resistance to high temperatures and pressures. The **3/4"" size** refers to the nominal diameter of the pipe it is designed to fit, making it suitable for standard residential and commercial water supply lines.  The valve features a simple **quarter-turn** mechanism: turning the handle 90 degrees opens or closes the water flow completely. Its **stop-cock** design means it is intended for a full shut-off rather than regulating flow. These valves are installed by **heat fusion**, a method that creates a permanent, leak-proof joint by melting the valve and pipe together. This type of valve is a reliable and long-lasting component in modern PPR plumbing systems.","HALFPPRSTOPCORK1_-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/UncXWHlXHBpc8T0Xadskqg/eJbLJKsNDhWx83E9t7ziNOib4BZSqKQxX-onD49ekZ7Nx2NXIziSkhRuPVCmY4KCpgBMB-y0bGdDA1tSFqQRFs-R_CZgqD9DRbfLDANZSSXQXUTl2OYIwN8uStIjCAaxnnWzgfx_W5NEYJ2VvnbHRf-7B3lgfOda4c5TzUpAsRZm-lhgOiC3QVhOhIr2wxYL/13WGLSTboVzfXkaDfY3VFO12wlVMX1-_g2J3d-RAiE0),HALF_PPRSTOPCOK2-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/OZyP3T65WnExYUs2z97b3Q/ON6ui41T6izi4eDoWtgnJIGp9LtLBEHcqyrSNcJBTMwDJkmuhyPIMXc8QATy3LVH4vj0FfrtFzC0gd3hLdadr0acmKrxFNL-xSqrHxRcDV5F8dPjNgAs07ermUOlcz92CnH8hKpg-87gDKQxDKDcDfUGWmh5cDLyejtQJGwKxS0H0LXbrsDWhQBqes8gdBpW/GswlGnYyGoDNvSbrhJ8GM-5QzOyHCinW2spOYgLrQTA),3PPR_STOPCORCK-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/QcFeuqVac8D5PJ0f6snbQQ/GkZJlMhqTNkCA_fAkX9BW7ulmdt-9cTrA3OG_zI5zQB5wbOiTxwmKmaMKTf9YlPjPPKcu3VBp8fX-hHt272l8ZalRihUzfnKkFKam4meWgSCoYq-w23JqDIlKHN7K0m1WK-Zq5YKRaG9CWDy-Eb3dxTLOMOYdp_NY78yGotnXwCHMZplgxpXpYdhUNf6yF9W/LkaK3e7fvZQZ0RX6A8No0v1Dn3WYSU4_i-s3hwuOr8g)",,P.P.R Product,P.P.R Product,,,,
246,4822,272,₦7321,,false,1/2'' Stop-Cork P.P.R,"A **1/2'' stop-cock PPR** is a specific type of valve used to control the flow of water in a piping system. It's made from **PPR** (polypropylene random copolymer), a thermoplastic known for its durability, resistance to high temperatures, and non-corrosive properties, making it ideal for hot and cold water plumbing. The **1/2''** refers to the nominal diameter of the pipe it's designed to fit, which is a common size for residential and commercial plumbing applications. The **stop-cock**, also known as a ball valve, operates with a quarter-turn handle that rotates a perforated ball inside to either allow or stop the water flow completely.  This simple on/off mechanism makes it a reliable and easy-to-operate component for isolating sections of a pipeline for maintenance or repairs. Its green or white color, typical of PPR fittings, helps distinguish it from other plumbing materials. Due to its fusion-welding connection method, it creates a homogeneous and leak-proof joint, ensuring a long-lasting and secure installation.","HALFPPRSTOPCORK1_-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/CJi5uGqKnRqXeTz2v4T6Fw/_0eLfdpKdHhUeSVJX2TtDsm9JI9y6-yOHy2xS-ZsmXN8KWw2GjWv4exliKs7RFUuH9VQFXl775VhdK3e1chM4m-XC3YTz7ma-FVfBQfFPo-BVAKmfH_txdTl_lf5IlFNNm3xVNEjyigynjWd9Q8mOGz4YyC_zQQAUBbkqyQAVkSABns0WJ5ar5ZWOWYWy9PY/JzkqaT5Rb45KMuLdOiJWgwCLW4yVg5IlwreRBJTkR08),HALF_PPRSTOPCOK2-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/IGdAgFo-Mcnt8s5fwDtR3Q/5QYvY1h9xY0xrvo3dRUNDNV8jEjNjz_VPE6z5QTOyoaai35R2V8NLQyj8IwsStSSb-l194urZHDqPac0hwp23qhc4SsgwmEOXnAXhDzki2q-df9vFH-XbBGvNM2DFL3UWv5x6Kt67aZHRj_SvO3kx9IpGU1N-nmQWlHq_4G0Ym5Hnt5GifIBbj-ERq44IiKD/2_Nte7SrdnvfIQc8_4NUZ0_mPpVaG7iC7mFYvCnbdrU),HALF_PPRSTOPCOK2-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/s2fc5gAkIlwespyJxKG_pg/U9T0mXntmRiI-KmjE4LeidWPigI4OrBT6zx1jOEc6PLMw9B7OkJQgXq1yVnsguEC9a7aLHzPAH5LH0-Cls6U1tZu5O-GkZytaXBp2FtHtfMkIxdDZZLuaAJ39Vcvf0N3Lr-Czx1kNbeeq7QTvagtgYTobj633L1FdBUDTYxCI-7rCAUK8E4FGocwG114Bjr8/LWaP-_HJt8lIr-Q_d6w1ZdRg7sMsRdsH71oVXLjy1jQ)",,P.P.R Product,P.P.R Product,,,,
247,8296,729,₦6440,,false,1*1/4 Airvalve P.P.R,"A 1*1/4 air valve, often used in plumbing and heating systems, is designed to automatically release air pockets that accumulate in pipes. This specific valve is constructed from **Polypropylene Random Copolymer (PPR)**, a durable and heat-resistant plastic known for its excellent resistance to high temperatures and chemicals. The ""1"" in its name refers to the nominal pipe size, while the ""1/4"" indicates the size of the air outlet port. Its primary function is to prevent issues like water hammer, uneven heating, and reduced flow rates that are caused by trapped air. This type of valve is particularly beneficial in closed-loop systems, such as hydronic heating or chilled water lines, where air can significantly impair efficiency. Its PPR construction ensures a long service life and resistance to corrosion, a common problem with metal valves in similar applications. The valve operates automatically, typically using a float mechanism that opens a small port when air accumulates and closes it when water fills the chamber.","3PPR_AIRVALVE_3-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/8jM-r_0B35MiIabsDw6KlA/YBsr9V59r7oPko63Ugzg3GSex6rFGijJMseeI0tEYzYPFP3ZcBoV0ek09pMgZtUswXRuxclbjzPYp5hJVhZTVlwrKWuzsLp3bFOnFK0ecwvqB3Z09856HV8HCMBWXF1MAm3VmYi0bDjDhPlf7pyJXK6Pr8An_yh3arQGk41bXuZy4QDB6iLlf0j80sAdAgxo/mwuf-uk631EhNY6o1SQyeoIgKcmlYegzT8FnkEhfx78),3_ppr_yellow_head_airvalve3-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/FjuMQ_TVfxc9x84PgoOljQ/5PCC-2dYgecrB1U1lyikHDIlEAlwNUJlrmIKarXXzLSylr8scsRvgGikGIm83I8Rj_a7VnfV_EUjTmSQjCJG4NFe4PWJEFVrg0Ak4ec6GIxADKMtd-bwAbTZVpZUPIIzPEQuXuaifMJHl5idXyevqXh2iC8o3fDKQMrHHaR-zaiLYXo9_fz5ytEqAJqlGin4LQM3JU4siovF7KS7ZIuJhg/jvJJafvLAtkkuSrB6R8k5xPU0Nt88PluG9a5yGsWTUo),3_ppr_yellow_head_air_valve1-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/7A9ZSRePlypRw8qK_6XLpg/iYTad__GvY4uRIh8xE32h-5_fO70OUtIgvKrrhuo5wTJuSy15EL8fQrQh8aZDCpgZmAvslQBaphVkoFGIBzXLSJQeu4SGfJ8_dSovH-ht9ZYvpx_7rtKVFmWsh5Wd_Ncekz-9JLyfWfj2NvSQLb506PvHvy49uzzcRbtTR19zp3kLlE8R9L9VKRME6zN4I2Xc1lseyrCKgnsDyK_u3XyHA/hLAqYlaT3a3HPLTy1jmHdluLn2xFrStH7Z_PcXgX3u0)",,P.P.R Product,P.P.R Product,,,,
248,2824,274,₦6450,,false,1''Airvalve P.P.R,"A **1'' PPR air valve** is a specialized plumbing component designed to automatically release trapped air from a pipe system, preventing issues like water hammer, reduced flow, and inaccurate metering.  Crafted from **Polypropylene Random Copolymer (PPR)**, this valve is known for its excellent durability, resistance to corrosion, and ability to handle high temperatures and pressures, making it ideal for both hot and cold water applications. Its 1-inch size signifies its diameter, ensuring compatibility with standard 1'' PPR pipes.  The valve's self-acting mechanism opens to vent air when pressure drops and closes to prevent water from escaping when pressure stabilizes, maintaining the system's efficiency. Its compact design and simple installation process make it a popular choice for residential, commercial, and industrial plumbing systems. By effectively removing air pockets, the 1'' PPR air valve helps protect pumps and other equipment from damage and ensures the smooth, consistent operation of the entire water distribution network. This small but vital component plays a crucial role in maintaining the integrity and longevity of a pressurized fluid system.","3PPR_AIRVALVE_3-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/8jM-r_0B35MiIabsDw6KlA/YBsr9V59r7oPko63Ugzg3GSex6rFGijJMseeI0tEYzYPFP3ZcBoV0ek09pMgZtUswXRuxclbjzPYp5hJVhZTVlwrKWuzsLp3bFOnFK0ecwvqB3Z09856HV8HCMBWXF1MAm3VmYi0bDjDhPlf7pyJXK6Pr8An_yh3arQGk41bXuZy4QDB6iLlf0j80sAdAgxo/mwuf-uk631EhNY6o1SQyeoIgKcmlYegzT8FnkEhfx78),3_ppr_yellow_head_airvalve3-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/FjuMQ_TVfxc9x84PgoOljQ/5PCC-2dYgecrB1U1lyikHDIlEAlwNUJlrmIKarXXzLSylr8scsRvgGikGIm83I8Rj_a7VnfV_EUjTmSQjCJG4NFe4PWJEFVrg0Ak4ec6GIxADKMtd-bwAbTZVpZUPIIzPEQuXuaifMJHl5idXyevqXh2iC8o3fDKQMrHHaR-zaiLYXo9_fz5ytEqAJqlGin4LQM3JU4siovF7KS7ZIuJhg/jvJJafvLAtkkuSrB6R8k5xPU0Nt88PluG9a5yGsWTUo),3_ppr_yellow_head_air_valve1-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/7A9ZSRePlypRw8qK_6XLpg/iYTad__GvY4uRIh8xE32h-5_fO70OUtIgvKrrhuo5wTJuSy15EL8fQrQh8aZDCpgZmAvslQBaphVkoFGIBzXLSJQeu4SGfJ8_dSovH-ht9ZYvpx_7rtKVFmWsh5Wd_Ncekz-9JLyfWfj2NvSQLb506PvHvy49uzzcRbtTR19zp3kLlE8R9L9VKRME6zN4I2Xc1lseyrCKgnsDyK_u3XyHA/hLAqYlaT3a3HPLTy1jmHdluLn2xFrStH7Z_PcXgX3u0)",,P.P.R Product,P.P.R Product,,,,
249,8482,729,₦6420,,false,3/4'' Airvalve P.P.R,"A 3/4'' air valve for PPR (Polypropylene Random Copolymer) pipes is a specialized component used to manage air pockets and pressure within a plumbing system. It automatically releases trapped air that can accumulate at high points in a pipeline, which would otherwise cause problems like water hammer, pressure surges, and reduced flow efficiency. Made from durable, non-corrosive PPR material, this valve is ideal for residential and commercial water supply systems, including both hot and cold water lines. Its 3/4-inch size ensures compatibility with standard PPR piping, and the valve's design helps protect pumps and other equipment from damage caused by air-related pressure fluctuations. This essential fitting ensures smooth, quiet, and efficient operation of the entire piping network by maintaining stable pressure. ","3PPR_AIRVALVE_3-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/8jM-r_0B35MiIabsDw6KlA/YBsr9V59r7oPko63Ugzg3GSex6rFGijJMseeI0tEYzYPFP3ZcBoV0ek09pMgZtUswXRuxclbjzPYp5hJVhZTVlwrKWuzsLp3bFOnFK0ecwvqB3Z09856HV8HCMBWXF1MAm3VmYi0bDjDhPlf7pyJXK6Pr8An_yh3arQGk41bXuZy4QDB6iLlf0j80sAdAgxo/mwuf-uk631EhNY6o1SQyeoIgKcmlYegzT8FnkEhfx78),3_ppr_yellow_head_airvalve3-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/FjuMQ_TVfxc9x84PgoOljQ/5PCC-2dYgecrB1U1lyikHDIlEAlwNUJlrmIKarXXzLSylr8scsRvgGikGIm83I8Rj_a7VnfV_EUjTmSQjCJG4NFe4PWJEFVrg0Ak4ec6GIxADKMtd-bwAbTZVpZUPIIzPEQuXuaifMJHl5idXyevqXh2iC8o3fDKQMrHHaR-zaiLYXo9_fz5ytEqAJqlGin4LQM3JU4siovF7KS7ZIuJhg/jvJJafvLAtkkuSrB6R8k5xPU0Nt88PluG9a5yGsWTUo),3_ppr_yellow_head_air_valve1-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/7A9ZSRePlypRw8qK_6XLpg/iYTad__GvY4uRIh8xE32h-5_fO70OUtIgvKrrhuo5wTJuSy15EL8fQrQh8aZDCpgZmAvslQBaphVkoFGIBzXLSJQeu4SGfJ8_dSovH-ht9ZYvpx_7rtKVFmWsh5Wd_Ncekz-9JLyfWfj2NvSQLb506PvHvy49uzzcRbtTR19zp3kLlE8R9L9VKRME6zN4I2Xc1lseyrCKgnsDyK_u3XyHA/hLAqYlaT3a3HPLTy1jmHdluLn2xFrStH7Z_PcXgX3u0)",,P.P.R Product,P.P.R Product,,,,
250,2984,264,₦7800,,false,1/2'' Airvalve P.P.R,"A **1/2'' Air Valve PPR** is a specialized valve designed for use with PPR (Polypropylene Random Copolymer) piping systems. Its primary function is to automatically vent or release trapped air from a pipeline, preventing the formation of air pockets that can disrupt flow and cause damage to the system. This type of valve is made from **PPR material**, which is known for its high resistance to heat, pressure, and chemical corrosion, ensuring a long service life of 50 years or more.  The 1/2'' designation refers to the valve's nominal size, indicating it's compatible with pipes of that specific diameter. It's a crucial component in plumbing systems for hot and cold water supply, heating, and air conditioning, ensuring efficient and quiet operation. The valve works by using a float mechanism that rises with the water level, closing the vent, and falls when air collects, opening the vent to release the air. This simple but effective design makes it a reliable, low-maintenance solution for maintaining optimal pressure and flow in a variety of fluid systems.","half_ppr_airvalve3-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/HKqKkThH_8Xasq0QurDLNA/DCUvZ2rmdkNxBS5xSfV4Bv0StFf9cxC30uKiMXYAJD9KJrObucYxJhNFMJy5YZsX2sRFEmV0jgZ-eE_6V6NvMAMdH-iF8zKfF8Fmozx1pLw1omBMYCGLxgj3a7szkagj-4fPreV37vqdWdTUCI29mLU8jVIDQ9Oy6oH6bcfOa2yrivxDlrIt8bIVJXuco8lX/PIDOTqqe56-Vxw2Ya5QgdLRxXBUOlsWFiHFS_Bycrr4),half_ppr_airvalve2-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/PkM5fLFKB_mFgOpCuXOmXA/8qnd_NrNEKEUUUDzNnHpb01af660M_c8pwxxKhYYhj7487nQE6fyON9EP4ucl4QoglDokEJe-V9wIWcAYo3H8NsgcsYhySJRgXOkXZDn3wxNymO4G248k04SYAxTrWOsKsAfrQDGCWrRDPGUzvfhjeJmEY2AwOZ_WpWom2UI5oEhqEWjyRWoMDGQ3qs1ijgQ/pJTOZ1rtaAeDpz6uNBpwCnvRe86hYUrms91mrGrFYIw),half_ppr_airvalve1-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/yX33aWpWi5JqRuymHNJlOw/CQQcAANgLk53elWali6DcEV_5IdLZwdNpRveXPvKafTE_z6DjY2GoGc5iZjbiC-Ug4wFcsuRgPcOFwGhgLNnWXCu3QAGqMAQMg06KiXyFJtq_Ghb-3fXqhokaD-01dHA2gDdr2DXBiysC8MWSa-GXFPmjXanQto-9wFmHg68MV_m7hL9qvDY9q3YoR17U-0P/cpS526uqQfGYkv0H_7sD4NbiZNbvm3oEobQfKx55s00)",,P.P.R Product,P.P.R Product,,,,
251,2846,222,₦7900,,false,1*1/4 by 1'' Elboiw P.P.R,"A ""1*1/4 by 1'' Elbow PPR"" is a type of plumbing fitting used to connect pipes in a system. The **PPR** stands for **Polypropylene Random Copolymer**, which is a thermoplastic material known for its durability, resistance to high temperatures, and chemical inertness. The fitting is specifically designed to create a 90-degree bend in a pipe run, allowing for changes in direction. The ""**1*1/4 by 1''**"" indicates that it connects a 1 1/4-inch diameter pipe to a 1-inch diameter pipe, a crucial detail for ensuring a proper fit and preventing leaks. This particular elbow is commonly used in hot and cold water supply systems, as well as in heating applications.  Its simple design allows for easy and secure installation using heat fusion welding, which creates a strong, homogeneous joint. The smooth inner surface of the elbow minimizes friction and pressure loss, contributing to an efficient and reliable plumbing system.",1AND3_BY_1_PPR_ELBW2-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/ilCR39WR7_I_VMfYH2FeOA/3RCBEz3lDDEMMnM5yYzGigdR-_am7aXgjUcRbnpfOMMOsXew52_N8LEn_wq5TpjG6rOOdgdhE2yaoasibyJlNzMQH7zCK7d2Hsk0nUtUWH8PgyeYAcQ5xgfAPiWCDUec6aXIWmKZghijGV7eBtIu401nWV0kjjqknPK8yFNO70lLkjE61Vpxm63uLQZeIGSf/C50v7WufuVCuG9nTwWlSsH6-10xfYmhJn3qdEemcpzc),,P.P.R Product,P.P.R Product,,,,
252,9847,284,₦2067,,false,1*1/4 Guage Valve P.P.R,"A **1 x 1/4"" gauge valve** is a specialized plumbing component used primarily to isolate and control the flow of fluid to a pressure gauge. Made from **polypropylene random copolymer (PPR)**, this valve is highly resistant to heat and chemicals, making it suitable for a wide range of industrial and residential applications, including hot and cold water systems. The ""1 x 1/4"""" notation refers to the valve's connection sizes: the main pipe connection is **1 inch**, while the smaller branch connection for the pressure gauge is **1/4 inch**. This design allows for a pressure gauge to be installed directly into the pipeline without needing additional fittings. The valve's quarter-turn mechanism provides a quick and reliable way to open or close the flow, making it easy to service or replace the gauge without depressurizing the entire system. Its PPR construction ensures a long service life, preventing corrosion and scaling commonly seen with metal alternatives. Ultimately, this valve serves as a crucial safety and maintenance feature, enabling accurate pressure monitoring while simplifying system upkeep.",3PPR_GUAGE_VALVE1-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/AikMeMn_88cuL6Aa-YpQLg/2N_5lcFwcWISrkxWsYVLzW7hnhe7flXhP72iMEfXypZa_qfwoueT8z7U4rtEfq50eSE6sw0EdTIu0R0LHkhjA6FLGXLjSodMj3BMsLSazShuOpSHlfWDXHBegk8GJ9-z_5BAOO6nyXoj1zcVEIyn3XaAxPogdOJ2V7hWQQ4ytBt2OhUO7LY6KfdpFg3HsBJ-/St-lngNusi73jN4LicNS36YZVv3yaDMHsUf8peder_E),,P.P.R Product,P.P.R Product,,,,
253,2974,274,₦3210,,false,1'' Guage Valve P.P.R,"A 1'' (1-inch) gauge PPR valve is a plumbing component used to control the flow of fluid in a piping system. This type of valve is made from **Polypropylene Random Copolymer (PPR)**, a thermoplastic known for its durability, chemical resistance, and ability to withstand high temperatures and pressures. The ""1-inch"" designation refers to the valve's nominal size, indicating it's designed for pipes with a 1-inch diameter. It is typically a **ball valve** or a **gate valve**, featuring a manual handle to open or close the flow. Due to its non-toxic and corrosion-resistant properties, the 1'' gauge PPR valve is widely used in residential, commercial, and industrial plumbing systems for hot and cold water supply. The valve is installed using **heat fusion welding**, which creates a seamless, leak-proof connection with the PPR pipes. Its lightweight design and smooth interior surface ensure high flow capacity and a long service life, making it a reliable and efficient choice for fluid control.",3PPR_GUAGE_VALVE1-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/AikMeMn_88cuL6Aa-YpQLg/2N_5lcFwcWISrkxWsYVLzW7hnhe7flXhP72iMEfXypZa_qfwoueT8z7U4rtEfq50eSE6sw0EdTIu0R0LHkhjA6FLGXLjSodMj3BMsLSazShuOpSHlfWDXHBegk8GJ9-z_5BAOO6nyXoj1zcVEIyn3XaAxPogdOJ2V7hWQQ4ytBt2OhUO7LY6KfdpFg3HsBJ-/St-lngNusi73jN4LicNS36YZVv3yaDMHsUf8peder_E),,P.P.R Product,P.P.R Product,,,,
254,4977,272,₦4330,,false,3/4'' Guage Valve P.P.R,"A 3/4'' gauge valve, typically made from **PPR (polypropylene random copolymer)**, is a specialized plumbing component used to control the flow of fluid in a pipe and to allow for the installation of a pressure gauge. This type of valve is widely used in residential and commercial plumbing systems, as PPR is known for its durability, resistance to corrosion, and ability to handle high temperatures and pressures. The **3/4'' size** refers to the nominal diameter of the pipe it is designed to fit, making it a common choice for standard water supply lines. The **gauge port**, often a small threaded opening on the side of the valve body, allows for a pressure gauge to be easily screwed in to monitor the system's pressure. The main **shut-off mechanism** is usually a quarter-turn ball or globe design, offering a quick and reliable way to stop or start the flow. Its compact design and **PPR material construction** make it a preferred alternative to traditional metal valves in many modern plumbing applications.  Overall, this valve is a versatile and essential fitting for maintaining and monitoring the performance of a pressurized fluid system.",3PPR_GUAGE_VALVE1-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/AikMeMn_88cuL6Aa-YpQLg/2N_5lcFwcWISrkxWsYVLzW7hnhe7flXhP72iMEfXypZa_qfwoueT8z7U4rtEfq50eSE6sw0EdTIu0R0LHkhjA6FLGXLjSodMj3BMsLSazShuOpSHlfWDXHBegk8GJ9-z_5BAOO6nyXoj1zcVEIyn3XaAxPogdOJ2V7hWQQ4ytBt2OhUO7LY6KfdpFg3HsBJ-/St-lngNusi73jN4LicNS36YZVv3yaDMHsUf8peder_E),,P.P.R Product,P.P.R Product,,,,
255,9274,284,₦6377,,false,1/2'' Guage Valve P.P.R,"A **1/2'' gauge valve** is a specific type of valve used in plumbing and piping systems. It is primarily used to connect a pressure gauge to a pipeline, allowing for the measurement of pressure within the system. The **1/2''** designation refers to the valve's nominal size, indicating its compatibility with pipes of that diameter. The term ""**PPR**"" signifies that the valve is made from **polypropylene random copolymer**, a durable plastic material known for its resistance to high temperatures and corrosive substances. This material choice makes the valve suitable for both hot and cold water applications. Its compact design allows it to be installed in tight spaces, making it a versatile component in various plumbing setups. This valve is essential for system maintenance and troubleshooting, ensuring that pressure levels are monitored accurately.",3PPR_GUAGE_VALVE1-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/AikMeMn_88cuL6Aa-YpQLg/2N_5lcFwcWISrkxWsYVLzW7hnhe7flXhP72iMEfXypZa_qfwoueT8z7U4rtEfq50eSE6sw0EdTIu0R0LHkhjA6FLGXLjSodMj3BMsLSazShuOpSHlfWDXHBegk8GJ9-z_5BAOO6nyXoj1zcVEIyn3XaAxPogdOJ2V7hWQQ4ytBt2OhUO7LY6KfdpFg3HsBJ-/St-lngNusi73jN4LicNS36YZVv3yaDMHsUf8peder_E),,P.P.R Product,P.P.R Product,,,,
256,2847,264,₦1230,,false,4by4 Stainless Shower rose,"Crafted from high-grade stainless steel, this 4x4 shower rose offers a sleek, modern aesthetic that elevates any bathroom decor. Its compact, square design provides a focused, invigorating stream, ensuring a powerful and consistent water flow for a refreshing shower experience. The durable stainless steel construction is rust-proof and corrosion-resistant, guaranteeing long-lasting performance and a brilliant, polished finish. This shower rose is engineered for easy installation, fitting standard shower arms without the need for specialized tools. The precisely drilled nozzles are designed to prevent mineral buildup, making maintenance a breeze and ensuring an uninterrupted spray pattern over time. Its timeless design and superior build quality make it a practical and stylish addition to both new and renovated bathrooms. With its combination of elegance, durability, and high functionality, the 4x4 stainless steel shower rose delivers a premium showering experience every day.","4 by 4 stainless shower rose 1.jpg (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/uMbgba6blS1AQ_1cH_MI8Q/g9A_dYlNPvQNmnaPkl_w2_Gjw67qrpBYtRfq88Nx3UCHHcr5tKO9LUTIpBZJ1pH0xhT5Y3ejyb8SXqwDoudInkXIg3OH__lXi0J2RF73CqYNjQ7aZgHSW3kv-g6PnfGOQDr--yhy1siJL_GZWeAAaUepovbO8IeLXWSQbkWD_v_awGhp6V94FDPg6NwKd4Ah/zlCANy1vQxBH0agtBf670cJP3lqjW6Ze2i76PjHBLjY),4 by 4 stainless shower rose 2.jpg (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/PpOitVo5UJ7Vcm3JLHxsXw/11TP8wGQTmVY4Gp7JJyWeMmWMKUmOaeJdkO_2lZ8a84xJlCci0A_Fd6umAT1FoE3NhjhuxphrD4v8rHjDzjrvhlqvQe5Wyplvy8ODOEy9OiGqOA5hfGtA_ye4jR83aX935EeSd0-VIxh5RpK1EJehFDbDR0CHY1HyHbnpjyfin3l4goFzJd6C5jJhLPopNZ-/VxDQFj80g3K6nxFbdAix7n4717kzg4LQGWIzu9u43Ik),4 by 4 stainless shower rose 3.jpg (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/R9l5azjm-WWRqXqDThyMnw/hYAVcTwNdDNPjTSmPoi62yttJPUYwJgGkEmdFL8R0wAXiMnydyq4RlCANTSP7mAEI3z8nLyp5JXgGRekb9Caoa_KVKjxGFrPeJng0NdfiXa2YHMkr05rGH_hCkrW649qc8CWF5sCxapPcC4O01WxlGIr2ZsJ-2ll57kgH_dPpyNUKO5CHW8qWr3JWmr6LzU5/1vhposuNt_vrC3A87xLk7R-ZJWfe1KWnpnDrKndQ4gA)",,Bathroom Fixtures,Bathroom Fixtures,,,,
257,8462,2874,₦1448,,false,Tiger Plastic Shower Rose ,"The Tiger Plastic Shower Rose is a versatile and durable accessory designed to enhance your shower experience. Crafted from high-quality, lightweight plastic, this shower head offers a wide and gentle spray, ensuring a relaxing and consistent flow of water. Its simple yet elegant design features a classic rose shape, making it a stylish addition to any bathroom decor. The product is incredibly easy to install, fitting most standard shower hoses without the need for additional tools. Furthermore, the plastic construction resists rust and corrosion, promising long-lasting performance and easy maintenance. With its efficient water distribution and robust build, the Tiger Plastic Shower Rose provides a practical and cost-effective solution for a refreshing daily rinse. Its lightweight nature also makes it safe and easy to handle for all members of the family.","tiger plastic shower rose 1.jpg (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/SgwpTcDFCTGBCZduyKtPkw/dr1DMsPMdK1loPo1jw56lOkxNcspqoMf8Zod3zebBwwjwSZIxb4DslwLp3DomtgvmIaS9x47BH3j8jajISgFyQSrTe3PmA6vfbu4aL0R9U6WS84cBr8EFHeKsYJKk9EtEtFBtPU5XDSo3m97t3E8fwLhfFob_s9l5SYb_9231OKTL2S95LwyyiCUBdH60-pc/1cFy73EVfRBU5uTYuCGRoxVcRBG2Uq91LfzzDygcUu8),tiger plastic shower rose 2.jpg (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/_g3RB5yhTdEquIHLBsPKTA/LgHSapv3s3DUpYOUffpUvxRIngUcdOXql6oKRtdJruWypwbsXREnXzMkf_QKhIYYcX1UDJlUjGJgjw0BKwEszgPH25YTBJcli5dC3HHy_N6EiqpRAJwtvYzd4IChiRn0s8m--mabXhEvavcM7QiL7J7LH2tMW77hoG6VNfVRZuqCt8y66EWsfTaky-6oW0vV/E-GFWjkQpq_AB2E0FyaOUVKhv-eyc4UQ9NNht5YZa80),tiger plastic shower rose 3.jpg (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/IkAUIoTRVnT11cNhSdGaow/zbpXn790OWXiaoGt3VlWqK93aE2a5_OzWfZiP6F_3F1t6nInO-FZSWTa4aB9geWPCqarMweuIY571jwXh3nQ2-qQrs57Wa2eeFmAYnCePZRoGDTAALnapJ6sOVTH0OvaMzJXbgni7caRTNr0xcByRwx3r691tSeQBhxSeiQhA3LxfAPQRhBm99cYgZaFlFXu/NpFfmU_A545WRZZk2Nnk5uiBMysE8jwZVMXWSvF8oLI)",,Bathroom Fixtures,Bathroom Fixtures,,,,
